ID	logFC	FDR	Direction
uc008liw.2|Cat	0.5	0.25	down
uc008dcm.1|2410015M20Rik	1	0.05	down
uc008dcm.1|2410015M20Rik	1	0.25	down
uc008dcm.1|2410015M20Rik	0.5	0.05	down
uc008dcm.1|2410015M20Rik	0.5	0.25	down
uc012esz.1|AK039686	0.5	0.05	down
uc012esz.1|AK039686	0.5	0.25	down
uc007jrm.2|Zbtb4	0.5	0.25	up
uc007jrm.2|Zbtb4	0.5	0.05	up
uc007jrm.2|Zbtb4	1	0.25	up
uc007jrm.2|Zbtb4	1	0.05	up
uc009tgb.2|Zfp449	1	0.05	up
uc009tgb.2|Zfp449	1	0.25	up
uc009tgb.2|Zfp449	0.5	0.25	up
uc009tgb.2|Zfp449	0.5	0.05	up
uc033fog.1|Cep170	1	0.05	up
uc033fog.1|Cep170	1	0.25	up
uc033fog.1|Cep170	0.5	0.05	up
uc033fog.1|Cep170	0.5	0.25	up
uc009cyb.1|Chchd4	0.5	0.25	down
uc009cyb.1|Chchd4	0.5	0.05	down
uc009cyb.1|Chchd4	1	0.25	down
uc009cyb.1|Chchd4	1	0.05	down
uc007rrt.3|Pik3r1	0.5	0.05	up
uc007rrt.3|Pik3r1	0.5	0.25	up
uc007rrt.3|Pik3r1	1	0.25	up
uc007rrt.3|Pik3r1	1	0.05	up
uc009ubo.2|Pgk1	0.5	0.25	down
uc009ubo.2|Pgk1	0.5	0.05	down
uc009ubo.2|Pgk1	1	0.05	down
uc009ubo.2|Pgk1	1	0.25	down
uc008wnd.2|Hgf	1	0.25	down
uc008wnd.2|Hgf	1	0.05	down
uc008wnd.2|Hgf	0.5	0.05	down
uc008wnd.2|Hgf	0.5	0.25	down
uc057bsg.1|AK087111	0.5	0.05	down
uc057bsg.1|AK087111	0.5	0.25	down
uc007fxk.1|Pwp2	0.5	0.05	up
uc007fxk.1|Pwp2	0.5	0.25	up
uc008esl.1|Spry4	1	0.05	down
uc008esl.1|Spry4	1	0.25	down
uc008esl.1|Spry4	0.5	0.05	down
uc008esl.1|Spry4	0.5	0.25	down
uc009nrx.2|Zcchc14	0.5	0.05	up
uc009nrx.2|Zcchc14	0.5	0.25	up
uc009aew.1|Taf6	0.5	0.25	up
uc009aew.1|Taf6	0.5	0.05	up
uc008tzo.3|Hspb11	0.5	0.05	down
uc008tzo.3|Hspb11	0.5	0.25	down
uc009abk.2|Plod3	0.5	0.25	up
uc009abk.2|Plod3	0.5	0.05	up
uc009abk.2|Plod3	1	0.25	up
uc009abk.2|Plod3	1	0.05	up
uc007bum.2|Cab39	0.5	0.05	down
uc007bum.2|Cab39	0.5	0.25	down
uc012hmz.1|Nhsl2	0.5	0.05	up
uc012hmz.1|Nhsl2	0.5	0.25	up
uc008ivf.2|Inpp5e	1	0.05	down
uc008ivf.2|Inpp5e	1	0.25	down
uc008ivf.2|Inpp5e	0.5	0.25	down
uc008ivf.2|Inpp5e	0.5	0.05	down
uc008hsp.1|Gbf1	0.5	0.25	down
uc008hsp.1|Gbf1	0.5	0.05	down
uc008dvd.2|Msh6	1	0.25	up
uc008dvd.2|Msh6	1	0.05	up
uc008dvd.2|Msh6	0.5	0.05	up
uc008dvd.2|Msh6	0.5	0.25	up
uc007cis.2|Ralb	0.5	0.05	down
uc007cis.2|Ralb	0.5	0.25	down
uc009jwk.1|Bcl7c	0.5	0.25	up
uc009jwk.1|Bcl7c	0.5	0.05	up
uc009jwk.1|Bcl7c	1	0.05	up
uc009jwk.1|Bcl7c	1	0.25	up
uc008yqj.1|Pxmp2	1	0.25	up
uc008yqj.1|Pxmp2	1	0.05	up
uc008yqj.1|Pxmp2	0.5	0.05	up
uc008yqj.1|Pxmp2	0.5	0.25	up
uc008oxo.2|Dnajc19	0.5	0.05	down
uc008oxo.2|Dnajc19	0.5	0.25	down
uc008oxo.2|Dnajc19	1	0.05	down
uc008oxo.2|Dnajc19	1	0.25	down
uc007eoa.2|Pde7b	0.5	0.25	down
uc007eoa.2|Pde7b	0.5	0.05	down
uc007eoa.2|Pde7b	1	0.05	down
uc007eoa.2|Pde7b	1	0.25	down
uc009jsb.1|Apobr	0.5	0.25	down
uc009jsb.1|Apobr	0.5	0.05	down
uc007bpi.2|Chpf	0.5	0.25	up
uc007bpi.2|Chpf	0.5	0.05	up
uc008hrx.2|Hps6	0.5	0.05	up
uc008hrx.2|Hps6	0.5	0.25	up
uc009gjn.2|Slc7a10	0.5	0.25	up
uc009bgb.2|Mkln1os	0.5	0.05	down
uc009bgb.2|Mkln1os	0.5	0.25	down
uc009bgb.2|Mkln1os	1	0.05	down
uc009bgb.2|Mkln1os	1	0.25	down
uc007bgr.1|Creb1	0.5	0.05	up
uc007bgr.1|Creb1	0.5	0.25	up
uc008rbx.1|Vcam1	0.5	0.25	down
uc007gjp.2|1190007I07Rik	0.5	0.25	down
uc007gjp.2|1190007I07Rik	0.5	0.05	down
uc008cyl.1|Daam2	0.5	0.25	up
uc008cyl.1|Daam2	0.5	0.05	up
uc008cyl.1|Daam2	1	0.05	up
uc008cyl.1|Daam2	1	0.25	up
uc008zdb.2|Acads	0.5	0.05	down
uc008zdb.2|Acads	0.5	0.25	down
uc008zdb.2|Acads	1	0.25	down
uc008zdb.2|Acads	1	0.05	down
uc008hhg.2|Rpp30	0.5	0.05	down
uc008hhg.2|Rpp30	0.5	0.25	down
uc008uan.2|Cpt2	1	0.25	down
uc008uan.2|Cpt2	1	0.05	down
uc008uan.2|Cpt2	0.5	0.25	down
uc008uan.2|Cpt2	0.5	0.05	down
uc008jen.2|Prrc2b	0.5	0.05	up
uc008jen.2|Prrc2b	0.5	0.25	up
uc008jen.2|Prrc2b	1	0.25	up
uc008jen.2|Prrc2b	1	0.05	up
uc008hfi.2|2700046G09Rik	0.5	0.05	up
uc008hfi.2|2700046G09Rik	0.5	0.25	up
uc008ddn.2|Alkbh7	1	0.05	down
uc008ddn.2|Alkbh7	1	0.25	down
uc008ddn.2|Alkbh7	0.5	0.25	down
uc008ddn.2|Alkbh7	0.5	0.05	down
uc009ouy.1|Msantd2	0.5	0.05	up
uc009ouy.1|Msantd2	0.5	0.25	up
uc012hhb.1|Gpc4	0.5	0.05	up
uc012hhb.1|Gpc4	0.5	0.25	up
uc008qzg.2|Tmem167b	0.5	0.05	up
uc008qzg.2|Tmem167b	0.5	0.25	up
uc011ymb.2|Ralgapa1	0.5	0.25	down
uc011ymb.2|Ralgapa1	0.5	0.05	down
uc007iup.2|Sar1b	0.5	0.05	down
uc007iup.2|Sar1b	0.5	0.25	down
uc007iup.2|Sar1b	1	0.25	down
uc007iup.2|Sar1b	1	0.05	down
uc009eup.1|Myadm	0.5	0.25	up
uc009eup.1|Myadm	0.5	0.05	up
uc007pka.2|Pfkp	1	0.25	down
uc007pka.2|Pfkp	1	0.05	down
uc007pka.2|Pfkp	0.5	0.25	down
uc007pka.2|Pfkp	0.5	0.05	down
uc008vnl.1|Sdhb	1	0.25	down
uc008vnl.1|Sdhb	1	0.05	down
uc008vnl.1|Sdhb	0.5	0.25	down
uc008vnl.1|Sdhb	0.5	0.05	down
uc007htk.2|Tug1	0.5	0.05	down
uc007htk.2|Tug1	0.5	0.25	down
uc008psm.1|Arhgef11	0.5	0.25	down
uc008psm.1|Arhgef11	0.5	0.05	down
uc008psm.1|Arhgef11	1	0.05	down
uc008psm.1|Arhgef11	1	0.25	down
uc008swk.2|Smc2	0.5	0.25	up
uc008swk.2|Smc2	0.5	0.05	up
uc007htv.1|Slc35e4	0.5	0.25	up
uc007htv.1|Slc35e4	0.5	0.05	up
uc007htv.1|Slc35e4	1	0.05	up
uc007htv.1|Slc35e4	1	0.25	up
uc009ldy.2|Ap3m2	0.5	0.05	up
uc009ldy.2|Ap3m2	0.5	0.25	up
uc009ldy.2|Ap3m2	1	0.25	up
uc009ldy.2|Ap3m2	1	0.05	up
uc008zjd.1|Erp29	1	0.05	up
uc008zjd.1|Erp29	1	0.25	up
uc008zjd.1|Erp29	0.5	0.05	up
uc008zjd.1|Erp29	0.5	0.25	up
uc008pxm.1|Rusc1	0.5	0.25	down
uc008pxm.1|Rusc1	0.5	0.05	down
uc008sqy.1|5430416O09Rik	1	0.25	up
uc008sqy.1|5430416O09Rik	1	0.05	up
uc008sqy.1|5430416O09Rik	0.5	0.05	up
uc008sqy.1|5430416O09Rik	0.5	0.25	up
uc007ken.1|Myo1c	0.5	0.05	down
uc007ken.1|Myo1c	0.5	0.25	down
uc007ogx.2|Nek9	0.5	0.25	down
uc007ogx.2|Nek9	0.5	0.05	down
uc007oas.2|Exd2	0.5	0.25	up
uc007oas.2|Exd2	0.5	0.05	up
uc007zbk.1|Sec22a	0.5	0.25	down
uc007zbk.1|Sec22a	0.5	0.05	down
uc033guz.1|Kctd17	0.5	0.05	up
uc033guz.1|Kctd17	0.5	0.25	up
uc033grz.1|Dmtn	0.5	0.05	down
uc033grz.1|Dmtn	0.5	0.25	down
uc008ixs.1|Rxra	1	0.05	up
uc008ixs.1|Rxra	1	0.25	up
uc008ixs.1|Rxra	0.5	0.25	up
uc008ixs.1|Rxra	0.5	0.05	up
uc011wuf.1|Abl2	0.5	0.25	up
uc011wuf.1|Abl2	0.5	0.05	up
uc009ngy.2|Cog8	0.5	0.25	down
uc009ngy.2|Cog8	0.5	0.05	down
uc009uqq.1|Mageh1	1	0.25	up
uc009uqq.1|Mageh1	1	0.05	up
uc009uqq.1|Mageh1	0.5	0.05	up
uc009uqq.1|Mageh1	0.5	0.25	up
uc009nna.1|Tmem231	1	0.25	up
uc009nna.1|Tmem231	1	0.05	up
uc009nna.1|Tmem231	0.5	0.05	up
uc009nna.1|Tmem231	0.5	0.25	up
uc008ymj.2|1700028K03Rik	0.5	0.25	up
uc008ymj.2|1700028K03Rik	0.5	0.05	up
uc009gga.1|Tmem147	1	0.05	down
uc009gga.1|Tmem147	1	0.25	down
uc009gga.1|Tmem147	0.5	0.05	down
uc009gga.1|Tmem147	0.5	0.25	down
uc008tsj.2|Tek	0.5	0.25	up
uc008tsj.2|Tek	0.5	0.05	up
uc008tsj.2|Tek	1	0.25	up
uc008tsj.2|Tek	1	0.05	up
uc012ccm.1|Lcmt2	0.5	0.25	down
uc012ccm.1|Lcmt2	0.5	0.05	down
uc008una.1|Hivep3	0.5	0.05	up
uc008una.1|Hivep3	0.5	0.25	up
uc007ytk.1|Adipoq	0.5	0.25	up
uc007ytk.1|Adipoq	0.5	0.05	up
uc012axu.1|Pkdcc	0.5	0.05	up
uc012axu.1|Pkdcc	0.5	0.25	up
uc012axu.1|Pkdcc	1	0.05	up
uc012axu.1|Pkdcc	1	0.25	up
uc008haw.2|Cbwd1	0.5	0.05	down
uc008haw.2|Cbwd1	0.5	0.25	down
uc009sne.2|Timm17b	0.5	0.25	down
uc009sne.2|Timm17b	0.5	0.05	down
uc009aeq.2|Zfp113	0.5	0.05	up
uc009aeq.2|Zfp113	0.5	0.25	up
uc009ied.2|Abhd17c	0.5	0.25	down
uc009ied.2|Abhd17c	0.5	0.05	down
uc009ied.2|Abhd17c	1	0.25	down
uc009ied.2|Abhd17c	1	0.05	down
uc009mhl.1|Nr3c2	0.5	0.05	up
uc009mhl.1|Nr3c2	0.5	0.25	up
uc009mhl.1|Nr3c2	1	0.25	up
uc009mhl.1|Nr3c2	1	0.05	up
uc009lyr.1|Hapln4	0.5	0.25	down
uc009lyr.1|Hapln4	0.5	0.05	down
uc009lyr.1|Hapln4	1	0.05	down
uc009lyr.1|Hapln4	1	0.25	down
uc008mez.1|Snrnp200	0.5	0.25	up
uc008mez.1|Snrnp200	0.5	0.05	up
uc008opg.2|Fabp5	0.5	0.25	down
uc008opg.2|Fabp5	0.5	0.05	down
uc008opg.2|Fabp5	1	0.05	down
uc008opg.2|Fabp5	1	0.25	down
uc008vxk.1|Slc2a5	0.5	0.25	down
uc008vxk.1|Slc2a5	0.5	0.05	down
uc008vxk.1|Slc2a5	1	0.05	down
uc008vxk.1|Slc2a5	1	0.25	down
uc008owq.1|Ndufb5	0.5	0.05	down
uc008owq.1|Ndufb5	0.5	0.25	down
uc008owq.1|Ndufb5	1	0.05	down
uc008owq.1|Ndufb5	1	0.25	down
uc008bst.1|Mtch1	0.5	0.25	down
uc008bst.1|Mtch1	0.5	0.05	down
uc008ifd.2|Phyh	0.5	0.05	down
uc008ifd.2|Phyh	0.5	0.25	down
uc007nzr.2|Plekhh1	0.5	0.05	down
uc007nzr.2|Plekhh1	0.5	0.25	down
uc008gba.1|Ccs	0.5	0.05	down
uc008gba.1|Ccs	0.5	0.25	down
uc008qnk.2|Rbm8a	0.5	0.05	up
uc008qnk.2|Rbm8a	0.5	0.25	up
uc007ppe.2|Epdr1	0.5	0.05	down
uc007ppe.2|Epdr1	0.5	0.25	down
uc009obx.2|Casp12	1	0.25	up
uc009obx.2|Casp12	1	0.05	up
uc009obx.2|Casp12	0.5	0.05	up
uc009obx.2|Casp12	0.5	0.25	up
uc007jkh.1|Tvp23b	1	0.05	up
uc007jkh.1|Tvp23b	1	0.25	up
uc007jkh.1|Tvp23b	0.5	0.25	up
uc007jkh.1|Tvp23b	0.5	0.05	up
uc008exa.1|Prr16	1	0.05	up
uc008exa.1|Prr16	1	0.25	up
uc008exa.1|Prr16	0.5	0.05	up
uc008exa.1|Prr16	0.5	0.25	up
uc007vhq.1|Pdzd2	0.5	0.25	up
uc007vhq.1|Pdzd2	0.5	0.05	up
uc007vhq.1|Pdzd2	1	0.25	up
uc007vhq.1|Pdzd2	1	0.05	up
uc007eyr.2|Snx3	0.5	0.05	down
uc007eyr.2|Snx3	0.5	0.25	down
uc007xwt.2|Calcoco1	0.5	0.25	up
uc007xwt.2|Calcoco1	0.5	0.05	up
uc009qyu.2|Zfp949	1	0.25	up
uc009qyu.2|Zfp949	1	0.05	up
uc009qyu.2|Zfp949	0.5	0.05	up
uc009qyu.2|Zfp949	0.5	0.25	up
uc029wcl.1|Recql	0.5	0.05	up
uc029wcl.1|Recql	0.5	0.25	up
uc029wcl.1|Recql	1	0.25	up
uc029wcl.1|Recql	1	0.05	up
uc009fkh.2|Sympk	0.5	0.05	down
uc009fkh.2|Sympk	0.5	0.25	down
uc007xdk.2|Ppara	0.5	0.05	down
uc007xdk.2|Ppara	0.5	0.25	down
uc007xdk.2|Ppara	1	0.05	down
uc007xdk.2|Ppara	1	0.25	down
uc008cva.1|Mrps10	0.5	0.25	down
uc008cva.1|Mrps10	0.5	0.05	down
uc008cva.1|Mrps10	1	0.25	down
uc008cva.1|Mrps10	1	0.05	down
uc008psh.2|Etv3	0.5	0.05	up
uc008psh.2|Etv3	0.5	0.25	up
uc008bdd.2|Rab11fip3	0.5	0.25	up
uc008bdd.2|Rab11fip3	0.5	0.05	up
uc009ruk.1|Nradd	1	0.05	down
uc009ruk.1|Nradd	1	0.25	down
uc009ruk.1|Nradd	0.5	0.25	down
uc009ruk.1|Nradd	0.5	0.05	down
uc008vtu.2|Mthfr	0.5	0.25	up
uc008vtu.2|Mthfr	0.5	0.05	up
uc012apv.1|Psmb8	0.5	0.05	up
uc012apv.1|Psmb8	0.5	0.25	up
uc012apv.1|Psmb8	1	0.25	up
uc012apv.1|Psmb8	1	0.05	up
uc012gwx.1|Arpp19	1	0.05	down
uc012gwx.1|Arpp19	1	0.25	down
uc012gwx.1|Arpp19	0.5	0.25	down
uc012gwx.1|Arpp19	0.5	0.05	down
uc008ykb.2|Sparcl1	0.5	0.25	up
uc008ykb.2|Sparcl1	1	0.25	up
uc009jsy.2|Fam57b	1	0.05	down
uc009jsy.2|Fam57b	1	0.25	down
uc009jsy.2|Fam57b	0.5	0.05	down
uc009jsy.2|Fam57b	0.5	0.25	down
uc008aid.1|Rnaset2b	0.5	0.05	down
uc008aid.1|Rnaset2b	0.5	0.25	down
uc007cef.1|Thap4	0.5	0.05	down
uc007cef.1|Thap4	0.5	0.25	down
uc011xpa.1|Gm9079	0.5	0.25	down
uc011xpa.1|Gm9079	0.5	0.05	down
uc009iyr.2|Arfip2	1	0.05	down
uc009iyr.2|Arfip2	1	0.25	down
uc009iyr.2|Arfip2	0.5	0.25	down
uc009iyr.2|Arfip2	0.5	0.05	down
uc009mhc.2|Hmox1	0.5	0.25	down
uc009mhc.2|Hmox1	0.5	0.05	down
uc009mhc.2|Hmox1	1	0.25	down
uc009mhc.2|Hmox1	1	0.05	down
uc008uml.1|Ppcs	1	0.25	down
uc008uml.1|Ppcs	1	0.05	down
uc008uml.1|Ppcs	0.5	0.05	down
uc008uml.1|Ppcs	0.5	0.25	down
uc009nue.2|Rpl13	0.5	0.25	up
uc009nue.2|Rpl13	0.5	0.05	up
uc007giw.2|BC025920	0.5	0.05	down
uc007giw.2|BC025920	0.5	0.25	down
uc007giw.2|BC025920	1	0.05	down
uc007giw.2|BC025920	1	0.25	down
uc009oos.1|Bbs9	1	0.05	up
uc009oos.1|Bbs9	1	0.25	up
uc009oos.1|Bbs9	0.5	0.05	up
uc009oos.1|Bbs9	0.5	0.25	up
uc029uny.1|Gm15471	0.5	0.25	down
uc029uny.1|Gm15471	0.5	0.05	down
uc029uny.1|Gm15471	1	0.05	down
uc029uny.1|Gm15471	1	0.25	down
uc009clm.1|2310069B03Rik	0.5	0.05	down
uc009clm.1|2310069B03Rik	0.5	0.25	down
uc009clm.1|2310069B03Rik	1	0.05	down
uc009clm.1|2310069B03Rik	1	0.25	down
uc009ilx.1|Slco2b1	0.5	0.25	up
uc009ilx.1|Slco2b1	0.5	0.05	up
uc009ilx.1|Slco2b1	1	0.05	up
uc009ilx.1|Slco2b1	1	0.25	up
uc008rke.3|Npnt	0.5	0.25	down
uc008rke.3|Npnt	0.5	0.05	down
uc008rke.3|Npnt	1	0.25	down
uc008rke.3|Npnt	1	0.05	down
uc009pct.1|C2cd2l	0.5	0.05	down
uc009pct.1|C2cd2l	0.5	0.25	down
uc007bwr.2|Gigyf2	0.5	0.25	up
uc007bwr.2|Gigyf2	0.5	0.05	up
uc009gpx.2|Pold1	0.5	0.05	up
uc009gpx.2|Pold1	0.5	0.25	up
uc009gpx.2|Pold1	1	0.05	up
uc009gpx.2|Pold1	1	0.25	up
uc007ajn.2|Stau2	1	0.25	down
uc007ajn.2|Stau2	1	0.05	down
uc007ajn.2|Stau2	0.5	0.05	down
uc007ajn.2|Stau2	0.5	0.25	down
uc008ebn.2|Rbbp8	0.5	0.25	down
uc008ebn.2|Rbbp8	0.5	0.05	down
uc009hzn.3|Idh2	0.5	0.25	down
uc009hzn.3|Idh2	0.5	0.05	down
uc008agj.2|Tmem181a	1	0.05	up
uc008agj.2|Tmem181a	1	0.25	up
uc008agj.2|Tmem181a	0.5	0.05	up
uc008agj.2|Tmem181a	0.5	0.25	up
uc008qmj.2|Hist2h2be	1	0.25	down
uc008qmj.2|Hist2h2be	1	0.05	down
uc008qmj.2|Hist2h2be	0.5	0.05	down
uc008qmj.2|Hist2h2be	0.5	0.25	down
uc008hba.1|Dock8	0.5	0.25	down
uc008hba.1|Dock8	0.5	0.05	down
uc008hba.1|Dock8	1	0.25	down
uc008hba.1|Dock8	1	0.05	down
uc007iuf.1|D930048N14Rik	0.5	0.25	up
uc007iuf.1|D930048N14Rik	0.5	0.05	up
uc009icm.1|3110040N11Rik	0.5	0.25	up
uc009icm.1|3110040N11Rik	0.5	0.05	up
uc009icm.1|3110040N11Rik	1	0.05	up
uc009icm.1|3110040N11Rik	1	0.25	up
uc012fax.1|Dmwd	0.5	0.25	up
uc012fax.1|Dmwd	0.5	0.05	up
uc008xbi.1|Letm1	0.5	0.25	down
uc008xbi.1|Letm1	0.5	0.05	down
uc008xbi.1|Letm1	1	0.05	down
uc008xbi.1|Letm1	1	0.25	down
uc008kel.2|Hnrnpa3	0.5	0.25	up
uc008kel.2|Hnrnpa3	0.5	0.05	up
uc009and.1|Cdk8	1	0.05	down
uc009and.1|Cdk8	1	0.25	down
uc009and.1|Cdk8	0.5	0.05	down
uc009and.1|Cdk8	0.5	0.25	down
uc009cll.2|Hk2	0.5	0.05	down
uc009cll.2|Hk2	0.5	0.25	down
uc012dib.1|Cyb5rl	1	0.05	down
uc012dib.1|Cyb5rl	1	0.25	down
uc012dib.1|Cyb5rl	0.5	0.05	down
uc012dib.1|Cyb5rl	0.5	0.25	down
uc008pjj.2|P2ry1	0.5	0.05	down
uc008pjj.2|P2ry1	0.5	0.25	down
uc008pjj.2|P2ry1	1	0.25	down
uc008pjj.2|P2ry1	1	0.05	down
uc008wvc.1|Hadha	0.5	0.05	down
uc008wvc.1|Hadha	0.5	0.25	down
uc008wvc.1|Hadha	1	0.25	down
uc008wvc.1|Hadha	1	0.05	down
uc008wzv.1|Pisd	0.5	0.25	down
uc008wzv.1|Pisd	0.5	0.05	down
uc008wzv.1|Pisd	1	0.05	down
uc008wzv.1|Pisd	1	0.25	down
uc008rey.1|1810037I17Rik	0.5	0.25	up
uc008rey.1|1810037I17Rik	0.5	0.05	up
uc008rey.1|1810037I17Rik	1	0.25	up
uc008rey.1|1810037I17Rik	1	0.05	up
uc007qna.1|Syk	0.5	0.25	up
uc007qna.1|Syk	0.5	0.05	up
uc007qna.1|Syk	1	0.25	up
uc007qna.1|Syk	1	0.05	up
uc007wuv.1|Cbx7	0.5	0.25	up
uc007wuv.1|Cbx7	0.5	0.05	up
uc007wuv.1|Cbx7	1	0.05	up
uc007wuv.1|Cbx7	1	0.25	up
uc008uwr.1|Sync	1	0.05	up
uc008uwr.1|Sync	1	0.25	up
uc008uwr.1|Sync	0.5	0.05	up
uc008uwr.1|Sync	0.5	0.25	up
uc007fqh.2|Adora2a	0.5	0.25	up
uc007fqh.2|Adora2a	0.5	0.05	up
uc007fqh.2|Adora2a	1	0.25	up
uc007fqh.2|Adora2a	1	0.05	up
uc008gdl.2|Efemp2	0.5	0.05	up
uc008gdl.2|Efemp2	0.5	0.25	up
uc008gdl.2|Efemp2	1	0.05	up
uc008gdl.2|Efemp2	1	0.25	up
uc008ylg.2|Lrrc8d	0.5	0.25	down
uc008ylg.2|Lrrc8d	0.5	0.05	down
uc008ylg.2|Lrrc8d	1	0.05	down
uc008ylg.2|Lrrc8d	1	0.25	down
uc007jap.3|Mrpl22	1	0.05	down
uc007jap.3|Mrpl22	1	0.25	down
uc007jap.3|Mrpl22	0.5	0.25	down
uc007jap.3|Mrpl22	0.5	0.05	down
uc009bgo.1|Chchd3	0.5	0.05	down
uc009bgo.1|Chchd3	0.5	0.25	down
uc009bgo.1|Chchd3	1	0.25	down
uc009bgo.1|Chchd3	1	0.05	down
uc009ovf.1|Siae	0.5	0.25	down
uc009ovf.1|Siae	0.5	0.05	down
uc009glt.1|Zfp788	0.5	0.05	up
uc009glt.1|Zfp788	0.5	0.25	up
uc008rbu.2|Extl2	0.5	0.05	up
uc008rbu.2|Extl2	0.5	0.25	up
uc008dnf.1|Ypel5	0.5	0.05	up
uc008dnf.1|Ypel5	0.5	0.25	up
uc008dnf.1|Ypel5	1	0.05	up
uc008dnf.1|Ypel5	1	0.25	up
uc008xue.1|Pdgfra	0.5	0.25	up
uc008nol.2|Soga1	0.5	0.25	up
uc008nol.2|Soga1	0.5	0.05	up
uc008nol.2|Soga1	1	0.05	up
uc008nol.2|Soga1	1	0.25	up
uc007ryr.1|Mrps30	0.5	0.05	down
uc007ryr.1|Mrps30	0.5	0.25	down
uc008irr.1|Uap1l1	1	0.25	up
uc008irr.1|Uap1l1	1	0.05	up
uc008irr.1|Uap1l1	0.5	0.05	up
uc008irr.1|Uap1l1	0.5	0.25	up
uc009iyg.2|Smpd1	1	0.05	down
uc009iyg.2|Smpd1	1	0.25	down
uc009iyg.2|Smpd1	0.5	0.25	down
uc009iyg.2|Smpd1	0.5	0.05	down
uc029qzt.1|1810043G02Rik	0.5	0.05	down
uc029qzt.1|1810043G02Rik	0.5	0.25	down
uc009pdz.2|Ddx6	0.5	0.05	up
uc009pdz.2|Ddx6	0.5	0.25	up
uc007vcv.1|Ttc33	0.5	0.25	up
uc007vcv.1|Ttc33	0.5	0.05	up
uc007wtj.1|Tmem184b	1	0.05	down
uc007wtj.1|Tmem184b	1	0.25	down
uc007wtj.1|Tmem184b	0.5	0.05	down
uc007wtj.1|Tmem184b	0.5	0.25	down
uc009jtg.2|Taok2	0.5	0.25	up
uc009jtg.2|Taok2	0.5	0.05	up
uc007dwg.1|Itpkb	0.5	0.25	up
uc007dwg.1|Itpkb	0.5	0.05	up
uc008wyb.1|Ift172	0.5	0.25	up
uc008wyb.1|Ift172	0.5	0.05	up
uc007bpt.2|Stk11ip	0.5	0.25	up
uc007bpt.2|Stk11ip	0.5	0.05	up
uc009oob.1|Acp5	0.5	0.25	down
uc009oob.1|Acp5	0.5	0.05	down
uc009cva.2|Rpn1	0.5	0.25	up
uc009cva.2|Rpn1	0.5	0.05	up
uc007nar.2|Rdh14	0.5	0.05	down
uc007nar.2|Rdh14	0.5	0.25	down
uc008rkm.2|Ppa2	0.5	0.05	down
uc008rkm.2|Ppa2	0.5	0.25	down
uc008qsn.1|Nras	0.5	0.25	up
uc008qsn.1|Nras	0.5	0.05	up
uc008qjg.1|Anxa9	0.5	0.25	up
uc008qjg.1|Anxa9	0.5	0.05	up
uc008rdv.1|Tmem56	0.5	0.05	down
uc008rdv.1|Tmem56	0.5	0.25	down
uc008rdv.1|Tmem56	1	0.25	down
uc008rdv.1|Tmem56	1	0.05	down
uc009gjd.1|Lsm14a	0.5	0.05	up
uc009gjd.1|Lsm14a	0.5	0.25	up
uc009gjd.1|Lsm14a	1	0.25	up
uc009gjd.1|Lsm14a	1	0.05	up
uc009pgs.2|Tagln	1	0.25	up
uc009pgs.2|Tagln	1	0.05	up
uc009pgs.2|Tagln	0.5	0.25	up
uc009pgs.2|Tagln	0.5	0.05	up
uc009jtj.1|Tmem219	0.5	0.25	up
uc009jtj.1|Tmem219	0.5	0.05	up
uc008mqy.2|Csrp2bp	0.5	0.05	up
uc008mqy.2|Csrp2bp	0.5	0.25	up
uc007lqa.2|Dusp3	0.5	0.25	down
uc007lqa.2|Dusp3	0.5	0.05	down
uc007lqa.2|Dusp3	1	0.05	down
uc007lqa.2|Dusp3	1	0.25	down
uc008hui.2|Nt5c2	0.5	0.25	down
uc008hui.2|Nt5c2	0.5	0.05	down
uc008hui.2|Nt5c2	1	0.05	down
uc008hui.2|Nt5c2	1	0.25	down
uc008pep.1|Lhfp	1	0.25	down
uc008pep.1|Lhfp	1	0.05	down
uc008pep.1|Lhfp	0.5	0.25	down
uc008pep.1|Lhfp	0.5	0.05	down
uc012dte.1|Chpf2	0.5	0.25	up
uc012dte.1|Chpf2	0.5	0.05	up
uc007oal.1|Zfp36l1	0.5	0.25	up
uc007oal.1|Zfp36l1	0.5	0.05	up
uc008sqj.1|Rgp1	0.5	0.25	up
uc008sqj.1|Rgp1	0.5	0.05	up
uc007idr.4|Ugp2	0.5	0.25	down
uc007idr.4|Ugp2	0.5	0.05	down
uc009fbi.1|Zfp28	0.5	0.25	down
uc009fbi.1|Zfp28	0.5	0.05	down
uc007nzb.2|Fut8	1	0.05	down
uc007nzb.2|Fut8	1	0.25	down
uc007nzb.2|Fut8	0.5	0.05	down
uc007nzb.2|Fut8	0.5	0.25	down
uc009lex.1|1810011O10Rik	1	0.25	up
uc009lex.1|1810011O10Rik	1	0.05	up
uc009lex.1|1810011O10Rik	0.5	0.25	up
uc009lex.1|1810011O10Rik	0.5	0.05	up
uc009byw.1|Hibadh	1	0.05	down
uc009byw.1|Hibadh	1	0.25	down
uc009byw.1|Hibadh	0.5	0.25	down
uc009byw.1|Hibadh	0.5	0.05	down
uc007umv.2|Tnfrsf10b	0.5	0.05	up
uc007umv.2|Tnfrsf10b	0.5	0.25	up
uc012dvq.1|Zfp518b	0.5	0.05	up
uc012dvq.1|Zfp518b	0.5	0.25	up
